t,rho_0_0_re,rho_0_0_im,rho_0_1_re,rho_0_1_im,rho_1_0_re,rho_1_0_im,rho_1_1_re,rho_1_1_im
0.210000000,0.956492629,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.043507371,0.000000000
0.220000000,0.952538466,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.047461534,0.000000000
0.230000000,0.948434705,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.051565295,0.000000000
0.240000000,0.944184601,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.055815399,0.000000000
0.250000000,0.939791467,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.060208533,0.000000000
0.260000000,0.935258665,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.064741335,0.000000000
0.270000000,0.930589607,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.069410393,0.000000000
0.280000000,0.925787745,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.074212255,0.000000000
0.290000000,0.920856571,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.079143429,0.000000000
0.300000000,0.915799614,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.084200386,0.000000000
0.310000000,0.910620432,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.089379568,0.000000000
0.320000000,0.905322611,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.094677389,0.000000000
0.330000000,0.899909761,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.100090239,0.000000000
0.340000000,0.894385513,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.105614487,0.000000000
0.350000000,0.888753510,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.111246490,0.000000000
0.360000000,0.883017413,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.116982587,0.000000000
0.370000000,0.877180887,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.122819113,0.000000000
0.380000000,0.871247604,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.128752396,0.000000000
0.390000000,0.865221239,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.134778761,0.000000000
0.400000000,0.859105463,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.140894537,0.000000000
0.410000000,0.852903945,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.147096055,0.000000000
0.420000000,0.846620343,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.153379657,0.000000000
0.430000000,0.840258306,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.159741694,0.000000000
0.440000000,0.833821466,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.166178534,0.000000000
0.450000000,0.827313439,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.172686561,0.000000000
0.460000000,0.820737823,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.179262177,0.000000000
0.470000000,0.814098188,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.185901812,0.000000000
0.480000000,0.807398083,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.192601917,0.000000000
0.490000000,0.800641026,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.199358974,0.000000000
0.500000000,0.793830505,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.206169495,0.000000000
0.510000000,0.786969973,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.213030027,0.000000000
0.520000000,0.780062851,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.219937149,0.000000000
0.530000000,0.773112518,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.226887482,0.000000000
0.540000000,0.766122316,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.233877684,0.000000000
0.550000000,0.759095543,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.240904457,0.000000000
0.560000000,0.752035456,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.247964544,0.000000000
0.570000000,0.744945263,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.255054737,0.000000000
0.580000000,0.737828126,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.262171874,0.000000000
0.590000000,0.730687159,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.269312841,0.000000000
0.600000000,0.723525424,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.276474576,0.000000000
0.610000000,0.716345932,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.283654068,0.000000000
0.620000000,0.709151640,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.290848360,0.000000000
0.630000000,0.701945450,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.298054550,0.000000000
0.640000000,0.694730211,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.305269789,0.000000000
0.650000000,0.687508712,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.312491288,0.000000000
0.660000000,0.680283686,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.319716314,0.000000000
0.670000000,0.673057809,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.326942191,0.000000000
0.680000000,0.665833695,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.334166305,0.000000000
0.690000000,0.658613900,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.341386100,0.000000000
0.700000000,0.651400919,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.348599081,0.000000000
0.710000000,0.644197187,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.355802813,0.000000000
0.720000000,0.637005075,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.362994925,0.000000000
0.730000000,0.629826895,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.370173105,0.000000000
0.740000000,0.622664897,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.377335103,0.000000000
0.750000000,0.615521266,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.384478734,0.000000000
0.760000000,0.608398128,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.391601872,0.000000000
0.770000000,0.601297545,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.398702455,0.000000000
0.780000000,0.594221517,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.405778483,0.000000000
0.790000000,0.587171981,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.412828019,0.000000000
0.800000000,0.580150814,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.419849186,0.000000000
0.810000000,0.573159829,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.426840171,0.000000000
0.820000000,0.566200780,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.433799220,0.000000000
0.830000000,0.559275356,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.440724644,0.000000000
0.840000000,0.552385189,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.447614811,0.000000000
0.850000000,0.545531849,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.454468151,0.000000000
0.860000000,0.538716845,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.461283155,0.000000000
0.870000000,0.531941628,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.468058372,0.000000000
0.880000000,0.525207590,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.474792410,0.000000000
0.890000000,0.518516066,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.481483934,0.000000000
0.900000000,0.511868331,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.488131669,0.000000000
0.910000000,0.505265605,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.494734395,0.000000000
0.920000000,0.498709051,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.501290949,0.000000000
0.930000000,0.492199778,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.507800222,0.000000000
0.940000000,0.485738839,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.514261161,0.000000000
0.950000000,0.479327234,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.520672766,0.000000000
0.960000000,0.472965912,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.527034088,0.000000000
0.970000000,0.466655766,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.533344234,0.000000000
0.980000000,0.460397641,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.539602359,0.000000000
0.990000000,0.454192332,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.545807668,0.000000000
1.000000000,0.448040584,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.551959416,0.000000000
1.010000000,0.441943094,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.558056906,0.000000000
1.020000000,0.435900511,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.564099489,0.000000000
1.030000000,0.429913439,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.570086561,0.000000000
1.040000000,0.423982437,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.576017563,0.000000000
1.050000000,0.418108018,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.581891982,0.000000000
1.060000000,0.412290654,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.587709346,0.000000000
1.070000000,0.406530773,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.593469227,0.000000000
1.080000000,0.400828763,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.599171237,0.000000000
1.090000000,0.395184971,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.604815029,0.000000000
1.100000000,0.389599706,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.610400294,0.000000000
1.110000000,0.384073238,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.615926762,0.000000000
1.120000000,0.378605801,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.621394199,0.000000000
1.130000000,0.373197592,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.626802408,0.000000000
1.140000000,0.367848774,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.632151226,0.000000000
1.150000000,0.362559474,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.637440526,0.000000000
1.160000000,0.357329790,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.642670210,0.000000000
1.170000000,0.352159785,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.647840215,0.000000000
1.180000000,0.347049491,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.652950509,0.000000000
1.190000000,0.341998912,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.658001088,0.000000000
1.200000000,0.337008021,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.662991979,0.000000000
1.210000000,0.332076766,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.667923234,0.000000000
1.220000000,0.327205065,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.672794935,0.000000000
1.230000000,0.322392812,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.677607188,0.000000000
1.240000000,0.317639875,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.682360125,0.000000000
1.250000000,0.312946098,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.687053902,0.000000000
1.260000000,0.308311303,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.691688697,0.000000000
1.270000000,0.303735288,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.696264712,0.000000000
1.280000000,0.299217830,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.700782170,0.000000000
1.290000000,0.294758686,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.705241314,0.000000000
1.300000000,0.290357594,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.709642406,0.000000000
1.310000000,0.286014271,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.713985729,0.000000000
1.320000000,0.281728419,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.718271581,0.000000000
1.330000000,0.277499721,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.722500279,0.000000000
1.340000000,0.273327844,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.726672156,0.000000000
1.350000000,0.269212438,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.730787562,0.000000000
1.360000000,0.265153142,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.734846858,0.000000000
1.370000000,0.261149576,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.738850424,0.000000000
1.380000000,0.257201352,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.742798648,0.000000000
1.390000000,0.253308064,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.746691936,0.000000000
1.400000000,0.249469299,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.750530701,0.000000000
1.410000000,0.245684630,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.754315370,0.000000000
1.420000000,0.241953619,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.758046381,0.000000000
1.430000000,0.238275820,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.761724180,0.000000000
1.440000000,0.234650777,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.765349223,0.000000000
1.450000000,0.231078026,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.768921974,0.000000000
1.460000000,0.227557092,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.772442908,0.000000000
1.470000000,0.224087497,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.775912503,0.000000000
1.480000000,0.220668753,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.779331247,0.000000000
1.490000000,0.217300366,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.782699634,0.000000000
1.500000000,0.213981837,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.786018163,0.000000000
1.510000000,0.210712661,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.789287339,0.000000000
1.520000000,0.207492330,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.792507670,0.000000000
1.530000000,0.204320329,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.795679671,0.000000000
1.540000000,0.201196140,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.798803860,0.000000000
1.550000000,0.198119242,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.801880758,0.000000000
1.560000000,0.195089112,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.804910888,0.000000000
1.570000000,0.192105223,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.807894777,0.000000000
1.580000000,0.189167045,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.810832955,0.000000000
1.590000000,0.186274049,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.813725951,0.000000000
1.600000000,0.183425703,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.816574297,0.000000000
1.610000000,0.180621474,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.819378526,0.000000000
1.620000000,0.177860828,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.822139172,0.000000000
1.630000000,0.175143230,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.824856770,0.000000000
1.640000000,0.172468149,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.827531851,0.000000000
1.650000000,0.169835049,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.830164951,0.000000000
1.660000000,0.167243398,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.832756602,0.000000000
1.670000000,0.164692663,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.835307337,0.000000000
1.680000000,0.162182314,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.837817686,0.000000000
1.690000000,0.159711821,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.840288179,0.000000000
1.700000000,0.157280656,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.842719344,0.000000000
1.710000000,0.154888293,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.845111707,0.000000000
1.720000000,0.152534208,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.847465792,0.000000000
1.730000000,0.150217880,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.849782120,0.000000000
1.740000000,0.147938789,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.852061211,0.000000000
1.750000000,0.145696420,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.854303580,0.000000000
1.760000000,0.143490258,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.856509742,0.000000000
1.770000000,0.141319794,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.858680206,0.000000000
1.780000000,0.139184520,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.860815480,0.000000000
1.790000000,0.137083933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.862916067,0.000000000
1.800000000,0.135017533,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.864982467,0.000000000
1.810000000,0.132984823,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.867015177,0.000000000
1.820000000,0.130985311,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.869014689,0.000000000
1.830000000,0.129018508,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.870981492,0.000000000
1.840000000,0.127083929,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.872916071,0.000000000
1.850000000,0.125181095,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.874818905,0.000000000
1.860000000,0.123309528,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.876690472,0.000000000
1.870000000,0.121468757,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.878531243,0.000000000
1.880000000,0.119658315,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.880341685,0.000000000
1.890000000,0.117877739,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.882122261,0.000000000
1.900000000,0.116126571,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.883873429,0.000000000
1.910000000,0.114404356,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.885595644,0.000000000
1.920000000,0.112710646,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.887289354,0.000000000
1.930000000,0.111044997,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.888955003,0.000000000
1.940000000,0.109406970,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.890593030,0.000000000
1.950000000,0.107796130,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.892203870,0.000000000
1.960000000,0.106212047,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.893787953,0.000000000
1.970000000,0.104654297,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.895345703,0.000000000
1.980000000,0.103122460,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.896877540,0.000000000
1.990000000,0.101616121,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.898383879,0.000000000
2.000000000,0.100134870,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.899865130,0.000000000
2.010000000,0.098678303,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.901321697,0.000000000
2.020000000,0.097246021,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.902753979,0.000000000
2.030000000,0.095837627,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.904162373,0.000000000
2.040000000,0.094452733,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.905547267,0.000000000
2.050000000,0.093090954,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.906909046,0.000000000
2.060000000,0.091751911,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.908248089,0.000000000
2.070000000,0.090435228,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.909564772,0.000000000
2.080000000,0.089140537,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.910859463,0.000000000
2.090000000,0.087867472,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.912132528,0.000000000
2.100000000,0.086615674,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.913384326,0.000000000
2.110000000,0.085384789,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.914615211,0.000000000
2.120000000,0.084174466,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.915825534,0.000000000
2.130000000,0.082984361,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.917015639,0.000000000
2.140000000,0.081814135,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.918185865,0.000000000
2.150000000,0.080663452,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.919336548,0.000000000
2.160000000,0.079531981,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.920468019,0.000000000
2.170000000,0.078419399,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.921580601,0.000000000
2.180000000,0.077325384,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.922674616,0.000000000
2.190000000,0.076249620,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.923750380,0.000000000
2.200000000,0.075191797,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.924808203,0.000000000
2.210000000,0.074151608,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.925848392,0.000000000
2.220000000,0.073128751,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.926871249,0.000000000
2.230000000,0.072122929,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.927877071,0.000000000
2.240000000,0.071133850,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.928866150,0.000000000
2.250000000,0.070161226,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.929838774,0.000000000
2.260000000,0.069204772,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.930795228,0.000000000
2.270000000,0.068264211,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.931735789,0.000000000
2.280000000,0.067339266,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.932660734,0.000000000
2.290000000,0.066429669,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.933570331,0.000000000
2.300000000,0.065535152,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.934464848,0.000000000
2.310000000,0.064655454,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.935344546,0.000000000
2.320000000,0.063790317,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.936209683,0.000000000
2.330000000,0.062939488,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.937060512,0.000000000
2.340000000,0.062102718,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.937897282,0.000000000
2.350000000,0.061279760,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.938720240,0.000000000
2.360000000,0.060470375,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.939529625,0.000000000
2.370000000,0.059674324,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.940325676,0.000000000
2.380000000,0.058891374,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.941108626,0.000000000
2.390000000,0.058121296,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.941878704,0.000000000
2.400000000,0.057363864,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.942636136,0.000000000
2.410000000,0.056618856,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.943381144,0.000000000
2.420000000,0.055886054,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.944113946,0.000000000
2.430000000,0.055165243,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.944834757,0.000000000
2.440000000,0.054456213,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.945543787,0.000000000
2.450000000,0.053758756,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.946241244,0.000000000
2.460000000,0.053072669,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.946927331,0.000000000
2.470000000,0.052397750,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.947602250,0.000000000
2.480000000,0.051733804,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.948266196,0.000000000
2.490000000,0.051080637,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.948919363,0.000000000
2.500000000,0.050438058,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.949561942,0.000000000
2.510000000,0.049805881,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.950194119,0.000000000
2.520000000,0.049183922,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.950816078,0.000000000
2.530000000,0.048572000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.951428000,0.000000000
2.540000000,0.047969939,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.952030061,0.000000000
2.550000000,0.047377564,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.952622436,0.000000000
